Timestamp,IP_Address,Request_Type,Status_Code,Anomaly_Flag,User_Agent,Session_ID,Location
2023-01-01 00:00:00,202.118.116.11,GET,403,0,Edge,4835,Brazil
2023-01-01 00:01:00,38.30.40.178,DELETE,301,0,Bot,3176,China
2023-01-01 00:02:00,209.5.148.15,POST,500,0,Opera,4312,China
2023-01-01 00:03:00,211.116.60.71,GET,301,0,Bot,1003,France
2023-01-01 00:04:00,170.166.36.145,POST,404,0,Firefox,1428,Germany
2023-01-01 00:05:00,147.178.175.124,DELETE,404,0,Firefox,2954,Brazil
2023-01-01 00:06:00,185.82.155.197,PUT,403,0,Firefox,2312,India
2023-01-01 00:07:00,141.123.71.55,GET,500,0,Chrome,3302,China
2023-01-01 00:08:00,40.83.200.82,GET,403,0,Safari,4240,India
2023-01-01 00:09:00,177.220.98.191,DELETE,500,0,Edge,2382,Canada
2023-01-01 00:10:00,123.155.87.205,PUT,500,0,Edge,1448,Germany
2023-01-01 00:11:00,46.140.242.46,PUT,404,0,Chrome,3871,China
2023-01-01 00:12:00,188.12.135.72,GET,500,0,Firefox,3667,France
2023-01-01 00:13:00,76.73.42.216,DELETE,404,0,Safari,3826,China
2023-01-01 00:14:00,173.46.159.172,DELETE,301,0,Safari,4859,Germany
2023-01-01 00:15:00,19.246.46.181,PUT,200,0,Chrome,3573,India
2023-01-01 00:16:00,4.4.190.187,GET,403,1,Chrome,3188,France
2023-01-01 00:17:00,22.61.238.44,DELETE,403,0,Firefox,3875,USA
2023-01-01 00:18:00,7.195.87.63,POST,200,0,Chrome,4611,France
2023-01-01 00:19:00,94.122.137.2,GET,500,0,Firefox,3661,Canada
2023-01-01 00:20:00,228.119.208.58,GET,500,0,Bot,4169,France
2023-01-01 00:21:00,232.247.210.7,PUT,403,0,Opera,4162,Brazil
2023-01-01 00:22:00,155.44.197.16,PUT,500,0,Safari,3868,France
2023-01-01 00:23:00,128.203.15.135,POST,200,0,Chrome,3186,Brazil
2023-01-01 00:24:00,194.122.185.22,POST,301,0,Firefox,1930,India
2023-01-01 00:25:00,2.99.58.11,PUT,301,0,Chrome,4338,Brazil
2023-01-01 00:26:00,84.142.16.44,PUT,404,0,Opera,3146,USA
2023-01-01 00:27:00,72.134.175.94,DELETE,301,0,Firefox,2477,Brazil
2023-01-01 00:28:00,205.235.130.80,POST,301,0,Bot,2869,USA
2023-01-01 00:29:00,28.102.140.226,GET,500,0,Safari,1420,Brazil
2023-01-01 00:30:00,94.112.247.106,DELETE,200,0,Safari,4352,France
2023-01-01 00:31:00,5.113.191.3,PUT,500,0,Edge,4031,USA
2023-01-01 00:32:00,36.225.121.216,POST,200,0,Edge,1995,China
2023-01-01 00:33:00,64.192.77.26,DELETE,403,0,Bot,2971,India
2023-01-01 00:34:00,233.214.54.45,DELETE,200,0,Firefox,4581,France
2023-01-01 00:35:00,137.46.0.186,GET,403,0,Bot,2335,France
2023-01-01 00:36:00,180.83.219.29,PUT,404,0,Firefox,4008,Brazil
2023-01-01 00:37:00,211.151.129.254,POST,200,0,Edge,3703,India
2023-01-01 00:38:00,56.216.63.200,PUT,404,0,Safari,3373,India
2023-01-01 00:39:00,57.184.152.254,DELETE,404,0,Chrome,4789,France
2023-01-01 00:40:00,68.24.220.3,POST,200,0,Edge,1514,Canada
2023-01-01 00:41:00,56.30.177.241,DELETE,200,0,Bot,3410,Brazil
2023-01-01 00:42:00,11.122.110.234,GET,200,0,Chrome,4577,Germany
2023-01-01 00:43:00,181.79.205.102,PUT,403,0,Opera,4992,USA
2023-01-01 00:44:00,71.229.141.166,GET,200,0,Safari,2318,Germany
2023-01-01 00:45:00,61.143.5.174,GET,404,0,Edge,3841,India
2023-01-01 00:46:00,127.85.6.184,GET,301,0,Chrome,2929,Canada
2023-01-01 00:47:00,54.233.211.254,PUT,404,0,Bot,2636,Canada
2023-01-01 00:48:00,62.107.11.67,PUT,301,0,Chrome,4441,France
2023-01-01 00:49:00,104.230.37.139,DELETE,403,0,Firefox,2061,India
2023-01-01 00:50:00,86.92.0.209,DELETE,301,0,Safari,2186,USA
2023-01-01 00:51:00,180.36.188.12,PUT,200,0,Edge,4598,China
2023-01-01 00:52:00,113.212.21.131,POST,301,0,Firefox,3657,China
2023-01-01 00:53:00,245.196.201.102,POST,403,0,Chrome,2212,China
2023-01-01 00:54:00,87.187.63.202,PUT,404,0,Opera,1285,France
2023-01-01 00:55:00,112.236.70.94,PUT,404,0,Firefox,2843,Germany
2023-01-01 00:56:00,134.65.57.27,POST,403,0,Opera,1416,India
2023-01-01 00:57:00,137.142.38.76,GET,403,0,Firefox,3574,Germany
2023-01-01 00:58:00,127.154.99.220,PUT,200,0,Chrome,3490,Canada
2023-01-01 00:59:00,180.214.164.72,PUT,403,0,Firefox,1226,India
2023-01-01 01:00:00,76.241.82.143,DELETE,404,0,Bot,3636,France
2023-01-01 01:01:00,24.103.46.157,PUT,404,0,Firefox,4336,China
2023-01-01 01:02:00,117.235.228.164,POST,500,0,Edge,1429,China
2023-01-01 01:03:00,246.44.27.106,PUT,301,0,Firefox,2569,China
2023-01-01 01:04:00,106.95.111.222,DELETE,403,0,Bot,4239,France
2023-01-01 01:05:00,145.84.117.220,DELETE,404,0,Edge,3493,China
2023-01-01 01:06:00,170.121.189.114,PUT,404,0,Opera,4284,India
2023-01-01 01:07:00,126.177.157.135,DELETE,200,0,Bot,4153,India
2023-01-01 01:08:00,200.253.221.177,POST,403,0,Firefox,2651,China
2023-01-01 01:09:00,43.253.13.220,PUT,403,0,Bot,2833,India
2023-01-01 01:10:00,80.83.235.71,POST,301,0,Chrome,1143,Brazil
2023-01-01 01:11:00,157.219.163.80,POST,500,0,Edge,1732,Canada
2023-01-01 01:12:00,76.138.248.247,DELETE,200,0,Safari,1097,France
2023-01-01 01:13:00,214.161.221.180,DELETE,200,0,Edge,4112,Brazil
2023-01-01 01:14:00,187.141.57.240,POST,200,0,Safari,3568,China
2023-01-01 01:15:00,11.51.160.40,PUT,500,0,Edge,3541,USA
2023-01-01 01:16:00,162.217.29.79,GET,301,0,Edge,1145,Brazil
2023-01-01 01:17:00,102.4.114.138,PUT,301,0,Safari,2987,France
2023-01-01 01:18:00,96.185.134.255,DELETE,500,0,Edge,2607,China
2023-01-01 01:19:00,173.76.57.247,POST,404,0,Safari,4371,China
2023-01-01 01:20:00,26.243.55.152,PUT,403,0,Opera,4362,China
2023-01-01 01:21:00,58.20.76.30,DELETE,404,0,Chrome,1300,India
2023-01-01 01:22:00,221.11.192.181,POST,200,0,Safari,3996,Germany
2023-01-01 01:23:00,198.54.158.207,POST,404,0,Opera,2843,India
2023-01-01 01:24:00,237.118.244.20,POST,500,0,Opera,1830,Brazil
2023-01-01 01:25:00,80.130.180.25,GET,403,0,Edge,1236,Brazil
2023-01-01 01:26:00,148.45.240.150,POST,403,0,Firefox,2766,Germany
2023-01-01 01:27:00,4.61.141.93,POST,404,0,Firefox,4498,Brazil
2023-01-01 01:28:00,220.50.218.236,POST,301,0,Bot,1154,Brazil
2023-01-01 01:29:00,103.208.131.186,DELETE,200,0,Bot,1344,China
2023-01-01 01:30:00,159.162.55.174,DELETE,403,0,Safari,2668,Brazil
2023-01-01 01:31:00,54.223.126.215,GET,301,0,Edge,3711,India
2023-01-01 01:32:00,177.20.27.122,PUT,500,0,Opera,2324,China
2023-01-01 01:33:00,62.108.75.190,POST,404,0,Safari,2923,USA
2023-01-01 01:34:00,80.109.194.194,DELETE,403,0,Safari,4812,China
2023-01-01 01:35:00,204.64.45.159,DELETE,301,0,Firefox,2900,Canada
2023-01-01 01:36:00,233.99.174.210,GET,301,0,Edge,3151,India
2023-01-01 01:37:00,161.172.64.186,PUT,301,0,Firefox,4884,France
2023-01-01 01:38:00,187.229.39.201,POST,301,0,Safari,3601,Brazil
2023-01-01 01:39:00,200.236.193.119,POST,200,0,Firefox,4651,Germany
2023-01-01 01:40:00,137.121.86.73,PUT,301,0,Opera,1284,India
2023-01-01 01:41:00,75.235.18.111,GET,403,0,Bot,1599,Brazil
2023-01-01 01:42:00,160.65.206.158,POST,404,1,Opera,2457,USA
2023-01-01 01:43:00,148.212.26.105,DELETE,404,0,Chrome,4294,Canada
2023-01-01 01:44:00,137.43.90.239,PUT,403,0,Opera,1386,Germany
2023-01-01 01:45:00,247.158.136.215,POST,404,0,Firefox,2433,India
2023-01-01 01:46:00,85.54.42.34,PUT,301,1,Chrome,1342,USA
2023-01-01 01:47:00,212.90.204.68,PUT,301,0,Safari,3652,Brazil
2023-01-01 01:48:00,224.76.93.120,DELETE,301,0,Chrome,2316,Brazil
2023-01-01 01:49:00,184.51.227.120,DELETE,301,0,Opera,3898,Brazil
2023-01-01 01:50:00,179.108.109.224,DELETE,500,0,Opera,3320,Brazil
2023-01-01 01:51:00,115.26.12.183,DELETE,301,0,Bot,3916,USA
2023-01-01 01:52:00,29.87.90.23,POST,500,0,Firefox,2809,USA
2023-01-01 01:53:00,157.232.25.209,POST,403,0,Bot,3851,China
2023-01-01 01:54:00,127.251.23.113,POST,404,1,Firefox,1555,USA
2023-01-01 01:55:00,136.61.105.36,POST,403,0,Firefox,1486,Germany
2023-01-01 01:56:00,92.177.169.34,DELETE,301,0,Safari,2266,Brazil
2023-01-01 01:57:00,241.116.254.78,POST,301,0,Chrome,4626,Brazil
2023-01-01 01:58:00,102.79.98.198,GET,403,0,Opera,2636,Germany
2023-01-01 01:59:00,172.95.232.138,GET,200,0,Edge,3427,USA
2023-01-01 02:00:00,90.234.21.74,POST,301,0,Safari,3180,Canada
2023-01-01 02:01:00,178.209.69.86,PUT,200,0,Bot,1325,Brazil
2023-01-01 02:02:00,137.40.241.111,GET,200,0,Edge,4521,USA
2023-01-01 02:03:00,235.37.46.215,PUT,200,1,Safari,3197,France
2023-01-01 02:04:00,39.48.137.3,GET,500,0,Edge,1748,USA
2023-01-01 02:05:00,222.14.150.255,DELETE,200,0,Bot,1663,India
2023-01-01 02:06:00,218.246.64.60,DELETE,200,1,Safari,3120,France
2023-01-01 02:07:00,155.63.101.121,PUT,200,0,Bot,4763,France
2023-01-01 02:08:00,160.101.53.242,PUT,301,0,Safari,1193,Canada
2023-01-01 02:09:00,187.48.125.209,DELETE,301,0,Bot,4959,France
2023-01-01 02:10:00,119.48.252.238,PUT,500,0,Chrome,3920,Canada
